INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
2006,T,090108,033425,08.796730N,082.489003W,1813,0,287,
2007,T,090108,033426,08.796731N,082.489008W,1813,0,287,
2008,T,090108,033427,08.796730N,082.489013W,1814,0,287,
2009,T,090108,033428,08.796726N,082.489016W,1814,0,287,
2010,T,090108,033429,08.796730N,082.489023W,1814,0,287,
2011,T,090108,033430,08.796730N,082.489029W,1815,0,287,
2012,T,090108,033431,08.796733N,082.489044W,1815,0,287,
2013,T,090108,033432,08.796731N,082.489056W,1815,0,287,
2014,T,090108,033433,08.796731N,082.489063W,1815,0,287,
2015,T,090108,033434,08.796733N,082.489071W,1815,0,287,
2016,T,090108,033435,08.796730N,082.489081W,1815,0,287,
2017,T,090108,033436,08.796725N,082.489091W,1815,0,287,
2018,T,090108,033437,08.796719N,082.489100W,1816,0,287,
2019,T,090108,033438,08.796718N,082.489106W,1816,0,287,
2020,T,090108,033439,08.796725N,082.489113W,1816,0,287,
2021,T,090108,033440,08.796721N,082.489118W,1816,0,287,
2022,T,090108,033441,08.796721N,082.489126W,1817,0,287,
2023,T,090108,033442,08.796719N,082.489131W,1817,0,287,
2024,T,090108,033443,08.796728N,082.489138W,1817,0,287,
2025,T,090108,033444,08.796725N,082.489149W,1817,0,287,
2026,T,090108,033445,08.796726N,082.489158W,1817,0,287,
2027,T,090108,033446,08.796721N,082.489164W,1817,0,287,
2028,T,090108,033447,08.796723N,082.489168W,1818,0,287,
2029,T,090108,033448,08.796728N,082.489175W,1818,0,287,
2030,T,090108,033449,08.796730N,082.489179W,1817,0,287,
2031,T,090108,033450,08.796731N,082.489188W,1817,0,287,
2032,T,090108,033451,08.796731N,082.489198W,1817,0,287,
2033,T,090108,033452,08.796734N,082.489205W,1817,0,287,
2034,T,090108,033453,08.796741N,082.489221W,1818,0,287,
2035,T,090108,033454,08.796740N,082.489235W,1818,0,287,
2036,T,090108,033455,08.796741N,082.489245W,1818,0,287,
2037,T,090108,033456,08.796751N,082.489246W,1819,0,287,
2038,T,090108,033457,08.796754N,082.489253W,1819,0,287,
2039,T,090108,033458,08.796754N,082.489260W,1819,0,287,
2040,T,090108,033459,08.796761N,082.489269W,1819,0,287,
2041,T,090108,033500,08.796761N,082.489279W,1819,0,287,
2042,T,090108,033501,08.796770N,082.489290W,1819,0,287,
2043,T,090108,033502,08.796778N,082.489298W,1819,0,287,
2044,T,090108,033503,08.796783N,082.489305W,1819,0,287,
2045,T,090108,033504,08.796785N,082.489309W,1819,0,287,
2046,T,090108,033505,08.796786N,082.489319W,1819,0,287,
2047,T,090108,033506,08.796786N,082.489324W,1818,1,287,
2048,T,090108,033507,08.796786N,082.489335W,1818,0,287,
2049,T,090108,033508,08.796783N,082.489341W,1819,0,287,
2050,T,090108,033509,08.796785N,082.489350W,1819,0,287,
2051,T,090108,033510,08.796783N,082.489358W,1819,0,287,
2052,T,090108,033511,08.796779N,082.489366W,1819,0,287,
2053,T,090108,033512,08.796781N,082.489376W,1819,0,287,
2054,T,090108,033513,08.796786N,082.489393W,1819,0,287,
2055,T,090108,033514,08.796786N,082.489403W,1819,1,255,
2056,T,090108,033515,08.796786N,082.489413W,1819,3,251,
2057,T,090108,033516,08.796781N,082.489416W,1819,3,249,
2058,T,090108,033517,08.796779N,082.489429W,1819,3,253,
2059,T,090108,033518,08.796779N,082.489440W,1819,0,253,
2060,T,090108,033519,08.796776N,082.489449W,1820,0,253,
2061,T,090108,033520,08.796775N,082.489458W,1820,0,253,
2062,T,090108,033521,08.796778N,082.489461W,1819,0,253,
2063,T,090108,033522,08.796778N,082.489466W,1819,0,253,
2064,T,090108,033523,08.796776N,082.489461W,1820,0,253,
2065,T,090108,033524,08.796781N,082.489471W,1820,0,253,
2066,T,090108,033525,08.796781N,082.489473W,1820,0,253,
2067,T,090108,033526,08.796785N,082.489483W,1820,0,253,
2068,T,090108,033527,08.796791N,082.489491W,1820,0,253,
2069,T,090108,033528,08.796796N,082.489501W,1820,0,253,
2070,T,090108,033529,08.796801N,082.489515W,1820,0,253,
2071,T,090108,033530,08.796798N,082.489521W,1820,0,253,
2072,T,090108,033531,08.796798N,082.489526W,1820,0,240,
2073,T,090108,033532,08.796798N,082.489536W,1820,0,240,
2074,T,090108,033533,08.796796N,082.489541W,1820,0,240,
2075,T,090108,033534,08.796796N,082.489539W,1820,0,273,
2076,T,090108,033535,08.796794N,082.489546W,1821,0,273,
2077,T,090108,033536,08.796801N,082.489543W,1820,0,273,
2078,T,090108,033537,08.796803N,082.489549W,1820,0,273,
2079,T,090108,033538,08.796806N,082.489560W,1820,0,273,
2080,T,090108,033539,08.796813N,082.489563W,1820,0,268,
2081,T,090108,033540,08.796816N,082.489573W,1820,0,301,
2082,T,090108,033541,08.796821N,082.489578W,1820,0,301,
2083,T,090108,033542,08.796820N,082.489576W,1821,0,301,
2084,T,090108,033543,08.796823N,082.489578W,1821,0,301,
2085,T,090108,033544,08.796824N,082.489578W,1821,0,301,
2086,T,090108,033545,08.796830N,082.489578W,1821,0,301,
2087,T,090108,033546,08.796833N,082.489575W,1821,0,301,
2088,T,090108,033547,08.796828N,082.489583W,1821,0,301,
2089,T,090108,033548,08.796828N,082.489584W,1821,0,301,
2090,T,090108,033549,08.796828N,082.489588W,1821,0,301,
2091,T,090108,033550,08.796830N,082.489594W,1821,0,301,
2092,T,090108,033551,08.796830N,082.489599W,1821,0,301,
2093,T,090108,033552,08.796834N,082.489606W,1821,0,301,
2094,T,090108,033553,08.796831N,082.489620W,1821,0,301,
2095,T,090108,033554,08.796830N,082.489626W,1821,0,301,
2096,T,090108,033555,08.796828N,082.489629W,1822,0,301,
2097,T,090108,033556,08.796823N,082.489626W,1822,0,301,
2098,T,090108,033557,08.796824N,082.489628W,1822,0,301,
2099,T,090108,033558,08.796823N,082.489636W,1822,0,301,
2100,T,090108,033559,08.796821N,082.489646W,1822,0,301,
2101,T,090108,033600,08.796821N,082.489651W,1822,0,301,
2102,T,090108,033601,08.796823N,082.489660W,1823,0,301,
2103,T,090108,033602,08.796818N,082.489669W,1823,0,301,
2104,T,090108,033603,08.796816N,082.489678W,1824,0,301,
2105,T,090108,033604,08.796816N,082.489676W,1824,0,301,
2106,T,090108,033605,08.796815N,082.489680W,1824,0,301,
2107,T,090108,033606,08.796821N,082.489683W,1825,0,301,
2108,T,090108,033607,08.796828N,082.489688W,1825,0,301,
2109,T,090108,033608,08.796833N,082.489689W,1825,0,301,
2110,T,090108,033609,08.796836N,082.489689W,1825,0,301,
2111,T,090108,033610,08.796836N,082.489696W,1825,0,301,
2112,T,090108,033611,08.796836N,082.489699W,1825,0,301,
2113,T,090108,033612,08.796836N,082.489714W,1825,0,301,
2114,T,090108,033613,08.796841N,082.489725W,1825,0,301,
2115,T,090108,033614,08.796841N,082.489733W,1825,0,301,
2116,T,090108,033615,08.796841N,082.489740W,1825,0,301,
2117,T,090108,033616,08.796843N,082.489736W,1826,0,301,
2118,T,090108,033617,08.796844N,082.489741W,1826,0,301,
2119,T,090108,033618,08.796846N,082.489746W,1826,0,301,
2120,T,090108,033619,08.796851N,082.489753W,1826,0,301,
2121,T,090108,033620,08.796851N,082.489758W,1826,0,301,
2122,T,090108,033621,08.796846N,082.489773W,1827,0,301,
2123,T,090108,033622,08.796849N,082.489778W,1827,0,301,
2124,T,090108,033623,08.796855N,082.489786W,1827,0,301,
2125,T,090108,033624,08.796856N,082.489793W,1827,0,301,
2126,T,090108,033625,08.796855N,082.489801W,1827,0,301,
2127,T,090108,033626,08.796849N,082.489810W,1828,0,301,
2128,T,090108,033627,08.796843N,082.489818W,1828,0,301,
2129,T,090108,033628,08.796843N,082.489824W,1828,0,301,
2130,T,090108,033629,08.796843N,082.489836W,1829,0,301,
2131,T,090108,033630,08.796844N,082.489844W,1829,0,301,
2132,T,090108,033631,08.796848N,082.489856W,1829,0,301,
2133,T,090108,033632,08.796851N,082.489863W,1829,0,301,
2134,T,090108,033633,08.796848N,082.489859W,1828,0,301,
2135,T,090108,033634,08.796846N,082.489868W,1828,0,301,
2136,T,090108,033635,08.796846N,082.489869W,1828,0,301,
2137,T,090108,033636,08.796839N,082.489874W,1828,0,301,
2138,T,090108,033637,08.796843N,082.489893W,1828,0,301,
2139,T,090108,033638,08.796843N,082.489908W,1829,0,301,
2140,T,090108,033639,08.796841N,082.489914W,1829,0,301,
2141,T,090108,033640,08.796843N,082.489926W,1829,0,301,
2142,T,090108,033641,08.796841N,082.489926W,1829,0,301,
2143,T,090108,033642,08.796841N,082.489938W,1829,0,301,
2144,T,090108,033643,08.796848N,082.489953W,1829,0,301,
2145,T,090108,033644,08.796853N,082.489960W,1830,0,301,
2146,T,090108,033645,08.796855N,082.489966W,1830,0,301,
2147,T,090108,033646,08.796856N,082.489971W,1830,0,301,
2148,T,090108,033647,08.796863N,082.489986W,1830,0,301,
2149,T,090108,033648,08.796869N,082.489998W,1830,0,301,
2150,T,090108,033649,08.796875N,082.490006W,1830,0,301,
2151,T,090108,033650,08.796875N,082.490014W,1830,0,301,
2152,T,090108,033651,08.796875N,082.490013W,1831,0,301,
2153,T,090108,033652,08.796875N,082.490020W,1831,0,301,
2154,T,090108,033653,08.796878N,082.490023W,1831,0,301,
2155,T,090108,033654,08.796876N,082.490030W,1831,0,301,
2156,T,090108,033655,08.796878N,082.490033W,1832,0,301,
2157,T,090108,033656,08.796873N,082.490033W,1832,0,301,
2158,T,090108,033657,08.796876N,082.490041W,1832,0,301,
2159,T,090108,033658,08.796881N,082.490050W,1832,0,301,
2160,T,090108,033659,08.796876N,082.490053W,1832,0,301,
2161,T,090108,033700,08.796869N,082.490065W,1832,0,301,
2162,T,090108,033701,08.796868N,082.490065W,1833,0,301,
2163,T,090108,033702,08.796869N,082.490075W,1833,0,301,
2164,T,090108,033703,08.796873N,082.490081W,1833,0,301,
2165,T,090108,033704,08.796873N,082.490086W,1833,0,301,
2166,T,090108,033705,08.796878N,082.490093W,1833,0,301,
2167,T,090108,033706,08.796876N,082.490103W,1833,0,301,
2168,T,090108,033707,08.796878N,082.490096W,1833,0,301,
2169,T,090108,033708,08.796881N,082.490091W,1834,0,301,
2170,T,090108,033709,08.796883N,082.490091W,1834,0,301,
2171,T,090108,033710,08.796886N,082.490089W,1834,0,301,
2172,T,090108,033711,08.796888N,082.490091W,1834,0,301,
2173,T,090108,033712,08.796888N,082.490091W,1834,0,301,
2174,T,090108,033713,08.796889N,082.490095W,1834,0,301,
2175,T,090108,033714,08.796889N,082.490096W,1834,0,301,
2176,T,090108,033715,08.796889N,082.490099W,1834,0,301,
2177,T,090108,033716,08.796889N,082.490101W,1834,0,301,
2178,T,090108,033717,08.796888N,082.490099W,1835,0,301,
2179,T,090108,033718,08.796888N,082.490104W,1835,0,301,
2180,T,090108,033719,08.796889N,082.490108W,1835,0,301,
2181,T,090108,033720,08.796889N,082.490111W,1835,0,301,
2182,T,090108,033721,08.796891N,082.490118W,1835,0,301,
2183,T,090108,033722,08.796893N,082.490121W,1835,0,301,
2184,T,090108,033723,08.796891N,082.490129W,1836,0,301,
2185,T,090108,033724,08.796891N,082.490133W,1836,0,301,
2186,T,090108,033725,08.796893N,082.490141W,1836,0,301,
2187,T,090108,033726,08.796893N,082.490146W,1836,0,301,
2188,T,090108,033727,08.796891N,082.490138W,1836,0,301,
2189,T,090108,033728,08.796891N,082.490140W,1836,0,301,
2190,T,090108,033729,08.796894N,082.490143W,1836,0,301,
2191,T,090108,033730,08.796896N,082.490148W,1836,0,301,
2192,T,090108,033731,08.796901N,082.490158W,1836,0,301,
2193,T,090108,033732,08.796903N,082.490171W,1836,0,301,
2194,T,090108,033733,08.796905N,082.490180W,1837,0,301,
2195,T,090108,033734,08.796905N,082.490185W,1837,0,301,
2196,T,090108,033735,08.796905N,082.490193W,1837,0,301,
2197,T,090108,033736,08.796905N,082.490198W,1837,0,301,
2198,T,090108,033737,08.796901N,082.490204W,1837,0,301,
2199,T,090108,033738,08.796901N,082.490223W,1838,0,301,
2200,T,090108,033739,08.796901N,082.490233W,1838,0,301,
2201,T,090108,033740,08.796901N,082.490233W,1838,0,301,
2202,T,090108,033741,08.796905N,082.490241W,1838,0,301,
2203,T,090108,033742,08.796903N,082.490248W,1839,0,301,
2204,T,090108,033743,08.796906N,082.490253W,1839,0,301,
2205,T,090108,033744,08.796905N,082.490264W,1839,0,301,
2206,T,090108,033745,08.796903N,082.490271W,1839,0,301,
2207,T,090108,033746,08.796894N,082.490283W,1839,0,301,
2208,T,090108,033747,08.796898N,082.490288W,1839,0,301,
2209,T,090108,033748,08.796898N,082.490294W,1839,0,301,
2210,T,090108,033749,08.796901N,082.490303W,1839,0,301,
2211,T,090108,033750,08.796900N,082.490313W,1839,0,301,
2212,T,090108,033751,08.796900N,082.490318W,1839,0,301,
2213,T,090108,033752,08.796905N,082.490323W,1840,0,301,
2214,T,090108,033753,08.796913N,082.490334W,1840,0,301,
2215,T,090108,033754,08.796916N,082.490346W,1840,0,301,
2216,T,090108,033755,08.796914N,082.490356W,1840,0,301,
2217,T,090108,033756,08.796916N,082.490363W,1840,0,301,
2218,T,090108,033757,08.796918N,082.490363W,1840,0,301,
2219,T,090108,033758,08.796921N,082.490363W,1840,0,301,
2220,T,090108,033759,08.796921N,082.490364W,1840,0,301,
2221,T,090108,033800,08.796923N,082.490371W,1840,0,301,
2222,T,090108,033801,08.796923N,082.490379W,1840,0,301,
2223,T,090108,033802,08.796924N,082.490384W,1840,0,301,
2224,T,090108,033803,08.796931N,082.490391W,1841,0,301,
2225,T,090108,033804,08.796936N,082.490398W,1841,0,301,
2226,T,090108,033805,08.796929N,082.490416W,1841,0,301,
2227,T,090108,033806,08.796928N,082.490424W,1841,0,301,
2228,T,090108,033807,08.796929N,082.490431W,1841,0,301,
2229,T,090108,033808,08.796929N,082.490438W,1841,0,301,
2230,T,090108,033809,08.796924N,082.490439W,1841,0,301,
2231,T,090108,033810,08.796923N,082.490441W,1842,0,301,
2232,T,090108,033811,08.796923N,082.490448W,1842,0,301,
2233,T,090108,033812,08.796918N,082.490451W,1842,0,301,
2234,T,090108,033813,08.796913N,082.490454W,1842,0,301,
2235,T,090108,033814,08.796911N,082.490459W,1842,0,301,
2236,T,090108,033815,08.796909N,082.490463W,1842,0,301,
2237,T,090108,033816,08.796914N,082.490469W,1842,0,301,
2238,T,090108,033817,08.796914N,082.490473W,1842,0,301,
2239,T,090108,033818,08.796914N,082.490476W,1842,0,301,
2240,T,090108,033819,08.796920N,082.490484W,1842,0,301,
2241,T,090108,033820,08.796923N,082.490491W,1842,0,301,
2242,T,090108,033821,08.796926N,082.490490W,1842,0,301,
2243,T,090108,033822,08.796924N,082.490486W,1842,0,301,
2244,T,090108,033823,08.796926N,082.490493W,1842,0,301,
2245,T,090108,033824,08.796924N,082.490499W,1842,0,301,
2246,T,090108,033825,08.796923N,082.490508W,1842,0,301,
2247,T,090108,033826,08.796923N,082.490514W,1842,0,301,
2248,T,090108,033827,08.796918N,082.490533W,1843,0,301,
2249,T,090108,033828,08.796920N,082.490546W,1843,3,301,
2250,T,090108,033829,08.796918N,082.490555W,1843,0,301,
2251,T,090108,033830,08.796920N,082.490558W,1843,0,301,
2252,T,090108,033831,08.796929N,082.490556W,1843,0,301,
2253,T,090108,033832,08.796934N,082.490564W,1843,0,301,
2254,T,090108,033833,08.796933N,082.490571W,1843,0,301,
2255,T,090108,033834,08.796933N,082.490576W,1843,0,301,
2256,T,090108,033835,08.796940N,082.490585W,1843,0,301,
2257,T,090108,033836,08.796936N,082.490594W,1844,0,301,
2258,T,090108,033837,08.796940N,082.490601W,1844,0,301,
2259,T,090108,033838,08.796943N,082.490611W,1844,0,301,
2260,T,090108,033839,08.796941N,082.490619W,1844,0,301,
2261,T,090108,033840,08.796941N,082.490628W,1845,0,301,
2262,T,090108,033841,08.796948N,082.490634W,1845,0,301,
2263,T,090108,033842,08.796950N,082.490651W,1845,0,301,
2264,T,090108,033843,08.796948N,082.490660W,1845,0,301,
2265,T,090108,033844,08.796950N,082.490666W,1845,0,301,
2266,T,090108,033845,08.796956N,082.490675W,1845,0,301,
2267,T,090108,033846,08.796956N,082.490681W,1846,0,301,
2268,T,090108,033847,08.796959N,082.490690W,1846,0,301,
2269,T,090108,033848,08.796959N,082.490696W,1846,0,301,
2270,T,090108,033849,08.796963N,082.490703W,1846,0,301,
2271,T,090108,033850,08.796963N,082.490709W,1846,0,301,
2272,T,090108,033851,08.796973N,082.490718W,1846,0,301,
2273,T,090108,033852,08.796971N,082.490721W,1846,0,301,
2274,T,090108,033853,08.796974N,082.490731W,1846,0,301,
2275,T,090108,033854,08.796973N,082.490741W,1846,0,301,
2276,T,090108,033855,08.796971N,082.490746W,1846,0,301,
2277,T,090108,033856,08.796973N,082.490748W,1846,0,301,
2278,T,090108,033857,08.796968N,082.490763W,1846,0,301,
2279,T,090108,033858,08.796966N,082.490771W,1847,1,265,
2280,T,090108,033859,08.796966N,082.490779W,1847,0,265,
2281,T,090108,033900,08.796966N,082.490788W,1847,0,265,
2282,T,090108,033901,08.796969N,082.490801W,1847,0,265,
2283,T,090108,033902,08.796969N,082.490811W,1847,0,265,
2284,T,090108,033903,08.796978N,082.490816W,1847,0,265,
2285,T,090108,033904,08.796981N,082.490828W,1847,0,265,
2286,T,090108,033905,08.796979N,082.490836W,1847,0,265,
2287,T,090108,033906,08.796983N,082.490844W,1847,0,265,
2288,T,090108,033907,08.796985N,082.490854W,1848,0,265,
2289,T,090108,033908,08.796983N,082.490863W,1848,0,265,
2290,T,090108,033909,08.796985N,082.490866W,1848,0,265,
2291,T,090108,033910,08.796988N,082.490873W,1847,0,278,
2292,T,090108,033911,08.796991N,082.490884W,1848,0,278,
2293,T,090108,033912,08.796993N,082.490895W,1848,0,278,
2294,T,090108,033913,08.796991N,082.490903W,1848,0,278,
2295,T,090108,033914,08.796995N,082.490903W,1848,0,278,
2296,T,090108,033915,08.797006N,082.490913W,1848,0,278,
2297,T,090108,033916,08.797016N,082.490921W,1848,0,278,
2298,T,090108,033917,08.797019N,082.490921W,1848,0,278,
2299,T,090108,033918,08.797036N,082.490923W,1848,0,278,
2300,T,090108,033919,08.797040N,082.490929W,1848,0,268,
2301,T,090108,033920,08.797043N,082.490940W,1848,0,268,
2302,T,090108,033921,08.797051N,082.490940W,1848,0,293,
2303,T,090108,033922,08.797059N,082.490948W,1848,0,293,
2304,T,090108,033923,08.797055N,082.490953W,1849,0,293,
2305,T,090108,033924,08.797059N,082.490956W,1849,0,293,
2306,T,090108,033925,08.797061N,082.490964W,1849,0,293,
2307,T,090108,033926,08.797066N,082.490973W,1849,0,293,
2308,T,090108,033927,08.797066N,082.490976W,1849,0,293,
2309,T,090108,033928,08.797069N,082.490974W,1849,0,293,
2310,T,090108,033929,08.797071N,082.490981W,1849,0,293,
2311,T,090108,033930,08.797076N,082.490981W,1849,0,293,
2312,T,090108,033931,08.797076N,082.490989W,1849,0,293,
2313,T,090108,033932,08.797078N,082.490996W,1849,0,293,
2314,T,090108,033933,08.797069N,082.491009W,1849,0,293,
2315,T,090108,033934,08.797066N,082.491003W,1850,0,293,
2316,T,090108,033935,08.797073N,082.490985W,1850,0,293,
2317,T,090108,033936,08.797069N,082.490981W,1849,0,293,
2318,T,090108,033937,08.797069N,082.490986W,1849,0,293,
2319,T,090108,033938,08.797069N,082.490986W,1849,0,293,
2320,T,090108,033939,08.797069N,082.490985W,1849,0,293,
2321,T,090108,033940,08.797069N,082.490985W,1849,0,293,
2322,T,090108,033941,08.797069N,082.490985W,1849,0,293,
2323,T,090108,033942,08.797069N,082.490986W,1849,0,293,
2324,T,090108,033943,08.797069N,082.490986W,1850,0,293,
2325,T,090108,033944,08.797071N,082.490991W,1850,0,293,
2326,T,090108,033945,08.797075N,082.490998W,1850,0,293,
2327,T,090108,033946,08.797076N,082.490998W,1849,0,293,
2328,T,090108,033947,08.797076N,082.491004W,1850,0,293,
2329,T,090108,033948,08.797080N,082.491013W,1850,0,293,
2330,T,090108,033949,08.797083N,082.491016W,1850,0,293,
2331,T,090108,033950,08.797088N,082.491033W,1850,0,293,
2332,T,090108,033951,08.797086N,082.491034W,1850,0,293,
2333,T,090108,033952,08.797094N,082.491040W,1850,0,293,
2334,T,090108,033953,08.797103N,082.491053W,1850,0,293,
2335,T,090108,033954,08.797111N,082.491064W,1850,0,293,
2336,T,090108,033955,08.797120N,082.491081W,1850,0,293,
2337,T,090108,033956,08.797125N,082.491093W,1850,0,293,
2338,T,090108,033957,08.797130N,082.491108W,1850,0,293,
2339,T,090108,033958,08.797134N,082.491113W,1850,0,293,
2340,T,090108,033959,08.797134N,082.491118W,1850,0,293,
2341,T,090108,034000,08.797138N,082.491128W,1850,0,293,
2342,T,090108,034001,08.797139N,082.491139W,1850,0,293,
2343,T,090108,034002,08.797141N,082.491156W,1851,1,279,
2344,T,090108,034003,08.797145N,082.491145W,1851,0,279,
2345,T,090108,034004,08.797148N,082.491153W,1851,0,279,
2346,T,090108,034005,08.797154N,082.491165W,1851,0,279,
2347,T,090108,034006,08.797154N,082.491175W,1851,0,279,
2348,T,090108,034007,08.797160N,082.491186W,1851,0,279,
2349,T,090108,034008,08.797170N,082.491203W,1851,0,279,
2350,T,090108,034009,08.797175N,082.491213W,1851,0,279,
2351,T,090108,034010,08.797176N,082.491213W,1852,0,279,
2352,T,090108,034011,08.797176N,082.491208W,1852,0,279,
2353,T,090108,034012,08.797178N,082.491198W,1852,0,279,
2354,T,090108,034013,08.797176N,082.491196W,1853,0,279,
2355,T,090108,034014,08.797175N,082.491191W,1853,0,279,
2356,T,090108,034015,08.797179N,082.491190W,1853,0,279,
2357,T,090108,034016,08.797179N,082.491191W,1853,0,279,
2358,T,090108,034017,08.797179N,082.491191W,1853,0,279,
2359,T,090108,034018,08.797184N,082.491186W,1853,0,279,
2360,T,090108,034019,08.797188N,082.491178W,1854,0,279,
2361,T,090108,034020,08.797196N,082.491176W,1854,0,279,
2362,T,090108,034021,08.797199N,082.491178W,1854,0,279,
2363,T,090108,034022,08.797199N,082.491181W,1854,0,279,
2364,T,090108,034023,08.797194N,082.491181W,1855,0,279,
2365,T,090108,034024,08.797196N,082.491184W,1855,0,279,
2366,T,090108,034025,08.797201N,082.491188W,1855,0,279,
2367,T,090108,034026,08.797203N,082.491196W,1855,0,279,
2368,T,090108,034027,08.797203N,082.491198W,1855,0,279,
2369,T,090108,034028,08.797203N,082.491199W,1855,0,279,
2370,T,090108,034029,08.797203N,082.491199W,1855,0,279,
2371,T,090108,034030,08.797203N,082.491201W,1855,0,279,
2372,T,090108,034031,08.797203N,082.491201W,1855,0,279,
2373,T,090108,034032,08.797203N,082.491201W,1855,0,279,
2374,T,090108,034033,08.797201N,082.491203W,1855,0,279,
2375,T,090108,034034,08.797201N,082.491203W,1855,0,279,
2376,T,090108,034035,08.797201N,082.491203W,1855,0,279,
2377,T,090108,034036,08.797201N,082.491203W,1855,0,279,
2378,T,090108,034037,08.797201N,082.491203W,1855,0,279,
2379,T,090108,034038,08.797201N,082.491203W,1855,0,279,
2380,T,090108,034039,08.797201N,082.491203W,1855,0,279,
2381,T,090108,034040,08.797201N,082.491203W,1855,0,279,
2382,T,090108,034041,08.797201N,082.491203W,1855,0,279,
2383,T,090108,034042,08.797201N,082.491204W,1855,0,279,
2384,T,090108,034043,08.797201N,082.491206W,1855,0,279,
2385,T,090108,034044,08.797201N,082.491206W,1855,0,279,
2386,T,090108,034045,08.797201N,082.491206W,1855,0,279,
2387,T,090108,034046,08.797201N,082.491206W,1855,0,279,
2388,T,090108,034047,08.797201N,082.491206W,1855,0,279,
2389,T,090108,034048,08.797201N,082.491208W,1855,0,279,
2390,T,090108,034049,08.797201N,082.491208W,1855,0,279,
2391,T,090108,034050,08.797201N,082.491210W,1855,0,279,
2392,T,090108,034051,08.797203N,082.491210W,1855,0,279,
2393,T,090108,034052,08.797203N,082.491210W,1855,0,279,
2394,T,090108,034053,08.797203N,082.491210W,1855,0,279,
2395,T,090108,034054,08.797203N,082.491210W,1855,0,279,
2396,T,090108,034055,08.797203N,082.491210W,1855,0,279,
2397,T,090108,034056,08.797203N,082.491210W,1855,0,279,
2398,T,090108,034057,08.797203N,082.491210W,1855,0,279,
2399,T,090108,034058,08.797203N,082.491208W,1855,0,279,
2400,T,090108,034059,08.797203N,082.491208W,1855,0,279,
2401,T,090108,034100,08.797203N,082.491208W,1855,0,279,
2402,T,090108,034101,08.797203N,082.491210W,1855,0,279,
2403,T,090108,034102,08.797203N,082.491210W,1855,0,279,
2404,T,090108,034103,08.797203N,082.491210W,1855,0,279,
2405,T,090108,034104,08.797203N,082.491210W,1855,0,279,
2406,T,090108,034105,08.797203N,082.491210W,1855,0,279,
2407,T,090108,034106,08.797203N,082.491210W,1855,0,279,
2408,T,090108,034107,08.797203N,082.491210W,1855,0,279,
2409,T,090108,034108,08.797203N,082.491210W,1855,0,279,
2410,T,090108,034109,08.797203N,082.491210W,1855,0,279,
2411,T,090108,034110,08.797203N,082.491210W,1855,0,279,
2412,T,090108,034111,08.797203N,082.491210W,1855,0,279,
2413,T,090108,034112,08.797203N,082.491210W,1855,0,279,
2414,T,090108,034113,08.797203N,082.491210W,1855,0,279,
2415,T,090108,034114,08.797203N,082.491210W,1855,0,279,
2416,T,090108,034115,08.797203N,082.491210W,1855,0,279,
2417,T,090108,034116,08.797203N,082.491210W,1855,0,279,
2418,T,090108,034117,08.797203N,082.491210W,1855,0,279,
2419,T,090108,034118,08.797203N,082.491210W,1855,0,279,
2420,T,090108,034119,08.797203N,082.491210W,1855,0,279,
2421,T,090108,034120,08.797203N,082.491210W,1855,0,279,
2422,T,090108,034121,08.797203N,082.491210W,1855,0,279,
2423,T,090108,034122,08.797203N,082.491210W,1855,0,279,
2424,T,090108,034123,08.797203N,082.491210W,1855,0,279,
2425,T,090108,034124,08.797203N,082.491210W,1855,0,279,
2426,T,090108,034125,08.797203N,082.491210W,1855,0,279,
2427,T,090108,034126,08.797203N,082.491210W,1855,0,279,
2428,T,090108,034127,08.797203N,082.491210W,1855,0,279,
2429,T,090108,034128,08.797203N,082.491210W,1855,0,279,
2430,T,090108,034129,08.797203N,082.491210W,1855,0,279,
2431,T,090108,034130,08.797203N,082.491210W,1855,0,279,
2432,T,090108,034131,08.797203N,082.491210W,1855,0,279,
2433,T,090108,034132,08.797203N,082.491210W,1855,0,279,
2434,T,090108,034133,08.797203N,082.491210W,1855,0,279,
2435,T,090108,034134,08.797203N,082.491210W,1855,0,279,
2436,T,090108,034135,08.797203N,082.491210W,1855,0,279,
2437,T,090108,034136,08.797203N,082.491203W,1855,0,279,
2438,T,090108,034137,08.797199N,082.491190W,1856,0,279,
2439,T,090108,034138,08.797205N,082.491188W,1856,0,279,
2440,T,090108,034139,08.797206N,082.491190W,1856,0,279,
2441,T,090108,034140,08.797208N,082.491199W,1856,0,279,
2442,T,090108,034141,08.797203N,082.491203W,1856,0,279,
2443,T,090108,034142,08.797199N,082.491210W,1856,0,279,
2444,T,090108,034143,08.797198N,082.491204W,1856,0,279,
2445,T,090108,034144,08.797199N,082.491213W,1856,0,279,
2446,T,090108,034145,08.797201N,082.491211W,1856,0,279,
2447,T,090108,034146,08.797203N,082.491216W,1856,0,279,
2448,T,090108,034147,08.797205N,082.491225W,1857,0,279,
2449,T,090108,034148,08.797208N,082.491220W,1857,0,279,
2450,T,090108,034149,08.797199N,082.491223W,1858,0,279,
2451,T,090108,034150,08.797190N,082.491226W,1858,0,279,
2452,T,090108,034151,08.797184N,082.491213W,1858,0,279,
2453,T,090108,034152,08.797183N,082.491201W,1858,0,279,
2454,T,090108,034153,08.797183N,082.491193W,1858,0,279,
