INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
465,T,090108,030552,08.787986N,082.443024W,1219,14,258,
466,T,090108,030553,08.787981N,082.443081W,1219,20,264,
467,T,090108,030554,08.787968N,082.443166W,1218,29,261,
468,T,090108,030555,08.787965N,082.443249W,1217,27,263,
469,T,090108,030556,08.787986N,082.443291W,1216,25,267,
470,T,090108,030557,08.788064N,082.443326W,1215,22,292,
471,T,090108,030558,08.788111N,082.443393W,1214,25,298,
472,T,090108,030559,08.788181N,082.443453W,1214,25,306,
473,T,090108,030600,08.788235N,082.443511W,1213,25,305,
474,T,090108,030601,08.788293N,082.443576W,1212,25,304,
475,T,090108,030602,08.788355N,082.443640W,1211,27,305,
476,T,090108,030603,08.788421N,082.443701W,1212,27,306,
477,T,090108,030604,08.788473N,082.443765W,1211,27,303,
478,T,090108,030605,08.788526N,082.443828W,1211,25,305,
479,T,090108,030606,08.788599N,082.443901W,1210,31,309,
480,T,090108,030607,08.788691N,082.443991W,1210,33,308,
481,T,090108,030608,08.788771N,082.444081W,1210,35,309,
482,T,090108,030609,08.788858N,082.444161W,1210,35,309,
483,T,090108,030610,08.788949N,082.444240W,1210,35,310,
484,T,090108,030611,08.789054N,082.444304W,1211,33,314,
485,T,090108,030612,08.789140N,082.444373W,1211,33,313,
486,T,090108,030613,08.789216N,082.444443W,1211,33,311,
487,T,090108,030614,08.789284N,082.444528W,1211,35,308,
488,T,090108,030615,08.789389N,082.444614W,1212,38,310,
489,T,090108,030616,08.789480N,082.444728W,1213,38,312,
490,T,090108,030617,08.789568N,082.444816W,1214,37,310,
491,T,090108,030618,08.789668N,082.444888W,1215,35,309,
492,T,090108,030619,08.789731N,082.444973W,1215,35,308,
493,T,090108,030620,08.789810N,082.445053W,1214,38,315,
494,T,090108,030621,08.789949N,082.445145W,1217,37,313,
495,T,090108,030622,08.790011N,082.445224W,1218,37,310,
496,T,090108,030623,08.790093N,082.445299W,1218,37,312,
497,T,090108,030624,08.790176N,082.445374W,1219,37,316,
498,T,090108,030625,08.790249N,082.445443W,1219,35,316,
499,T,090108,030626,08.790321N,082.445503W,1220,33,319,
500,T,090108,030627,08.790391N,082.445573W,1220,35,313,
501,T,090108,030628,08.790453N,082.445636W,1221,33,310,
502,T,090108,030629,08.790513N,082.445695W,1222,31,312,
503,T,090108,030630,08.790519N,082.445740W,1229,27,314,
504,T,090108,030631,08.790563N,082.445758W,1234,24,314,
505,T,090108,030632,08.790604N,082.445783W,1237,16,319,
506,T,090108,030633,08.790641N,082.445829W,1239,5,311,
507,T,090108,030634,08.790666N,082.445833W,1241,7,323,
508,T,090108,030635,08.790683N,082.445843W,1241,7,332,
509,T,090108,030636,08.790710N,082.445869W,1242,12,316,
510,T,090108,030637,08.790744N,082.445893W,1243,11,322,
511,T,090108,030638,08.790791N,082.445909W,1245,11,317,
512,T,090108,030639,08.790833N,082.445930W,1247,14,330,
513,T,090108,030640,08.790869N,082.445956W,1248,14,329,
514,T,090108,030641,08.790905N,082.445991W,1249,14,321,
515,T,090108,030642,08.790941N,082.446023W,1251,16,319,
516,T,090108,030643,08.790953N,082.446136W,1253,16,307,
517,T,090108,030644,08.790984N,082.446174W,1254,14,308,
518,T,090108,030645,08.791011N,082.446208W,1255,12,308,
519,T,090108,030646,08.791031N,082.446234W,1256,11,305,
520,T,090108,030647,08.791049N,082.446264W,1257,12,294,
521,T,090108,030648,08.791063N,082.446300W,1258,12,284,
522,T,090108,030649,08.791081N,082.446341W,1259,12,290,
523,T,090108,030650,08.791099N,082.446378W,1260,11,284,
524,T,090108,030651,08.791115N,082.446405W,1262,9,287,
525,T,090108,030652,08.791130N,082.446431W,1262,9,288,
526,T,090108,030653,08.791148N,082.446454W,1264,9,291,
527,T,090108,030654,08.791178N,082.446516W,1264,16,293,
528,T,090108,030655,08.791214N,082.446571W,1266,20,292,
529,T,090108,030656,08.791245N,082.446634W,1267,22,289,
530,T,090108,030657,08.791274N,082.446705W,1268,24,289,
531,T,090108,030658,08.791303N,082.446778W,1269,25,290,
532,T,090108,030659,08.791335N,082.446858W,1270,27,291,
533,T,090108,030700,08.791366N,082.446928W,1271,29,293,
534,T,090108,030701,08.791399N,082.447009W,1272,31,290,
535,T,090108,030702,08.791416N,082.447081W,1274,29,288,
536,T,090108,030703,08.791413N,082.447145W,1276,27,279,
537,T,090108,030704,08.791370N,082.447211W,1280,24,267,
538,T,090108,030705,08.791364N,082.447286W,1281,24,254,
539,T,090108,030706,08.791346N,082.447333W,1282,18,236,
540,T,090108,030707,08.791316N,082.447370W,1282,18,225,
541,T,090108,030708,08.791283N,082.447411W,1283,18,226,
542,T,090108,030709,08.791253N,082.447475W,1283,25,242,
543,T,090108,030710,08.791241N,082.447554W,1283,27,250,
544,T,090108,030711,08.791224N,082.447643W,1282,33,249,
545,T,090108,030712,08.791193N,082.447721W,1281,35,243,
546,T,090108,030713,08.791153N,082.447813W,1280,38,241,
547,T,090108,030714,08.791116N,082.447878W,1278,33,239,
548,T,090108,030715,08.791110N,082.447986W,1277,35,258,
549,T,090108,030716,08.791115N,082.448103W,1276,37,266,
550,T,090108,030717,08.791116N,082.448203W,1275,37,270,
551,T,090108,030718,08.791123N,082.448301W,1274,37,271,
552,T,090108,030719,08.791126N,082.448404W,1274,37,272,
553,T,090108,030720,08.791161N,082.448471W,1273,35,276,
554,T,090108,030721,08.791188N,082.448543W,1274,33,272,
555,T,090108,030722,08.791216N,082.448626W,1275,35,272,
556,T,090108,030723,08.791253N,082.448738W,1275,35,272,
557,T,090108,030724,08.791271N,082.448844W,1276,33,267,
558,T,090108,030725,08.791274N,082.448923W,1276,31,264,
559,T,090108,030726,08.791290N,082.449008W,1276,31,272,
560,T,090108,030727,08.791303N,082.449086W,1277,29,272,
561,T,090108,030728,08.791335N,082.449176W,1278,31,276,
562,T,090108,030729,08.791353N,082.449248W,1279,31,276,
563,T,090108,030730,08.791376N,082.449318W,1280,31,275,
564,T,090108,030731,08.791398N,082.449399W,1281,31,274,
565,T,090108,030732,08.791413N,082.449489W,1281,33,274,
566,T,090108,030733,08.791423N,082.449581W,1281,35,272,
567,T,090108,030734,08.791431N,082.449668W,1281,33,268,
568,T,090108,030735,08.791439N,082.449753W,1281,31,272,
569,T,090108,030736,08.791455N,082.449846W,1282,33,275,
570,T,090108,030737,08.791471N,082.449931W,1282,31,273,
571,T,090108,030738,08.791484N,082.450009W,1282,27,273,
572,T,090108,030739,08.791481N,082.450081W,1282,25,263,
573,T,090108,030740,08.791476N,082.450144W,1282,22,257,
574,T,090108,030741,08.791473N,082.450214W,1281,25,254,
575,T,090108,030742,08.791465N,082.450291W,1281,24,251,
576,T,090108,030743,08.791459N,082.450398W,1281,33,252,
577,T,090108,030744,08.791448N,082.450511W,1280,40,259,
578,T,090108,030745,08.791434N,082.450613W,1280,40,260,
579,T,090108,030746,08.791428N,082.450726W,1279,31,269,
580,T,090108,030747,08.791436N,082.450818W,1279,33,271,
581,T,090108,030748,08.791448N,082.450913W,1279,35,271,
582,T,090108,030749,08.791465N,082.451006W,1279,37,269,
583,T,090108,030750,08.791503N,082.451148W,1279,38,273,
584,T,090108,030751,08.791545N,082.451308W,1281,38,274,
585,T,090108,030752,08.791555N,082.451425W,1283,40,277,
586,T,090108,030753,08.791584N,082.451558W,1284,42,277,
587,T,090108,030754,08.791605N,082.451676W,1285,44,276,
588,T,090108,030755,08.791623N,082.451778W,1286,40,277,
589,T,090108,030756,08.791635N,082.451881W,1286,38,276,
590,T,090108,030757,08.791658N,082.451981W,1287,38,277,
591,T,090108,030758,08.791683N,082.452063W,1288,35,276,
592,T,090108,030759,08.791718N,082.452150W,1290,31,275,
593,T,090108,030800,08.791746N,082.452240W,1291,29,273,
594,T,090108,030801,08.791765N,082.452323W,1293,29,274,
595,T,090108,030802,08.791801N,082.452438W,1295,27,275,
596,T,090108,030803,08.791803N,082.452511W,1297,27,275,
597,T,090108,030804,08.791811N,082.452578W,1299,27,275,
598,T,090108,030805,08.791818N,082.452664W,1302,27,276,
599,T,090108,030806,08.791826N,082.452739W,1305,27,275,
600,T,090108,030807,08.791851N,082.452813W,1308,27,276,
601,T,090108,030808,08.791875N,082.452886W,1311,27,277,
602,T,090108,030809,08.791898N,082.452959W,1314,27,275,
603,T,090108,030810,08.791911N,082.453030W,1315,27,274,
604,T,090108,030811,08.791924N,082.453101W,1316,29,278,
605,T,090108,030812,08.791933N,082.453173W,1317,27,274,
606,T,090108,030813,08.791943N,082.453244W,1319,29,276,
607,T,090108,030814,08.791960N,082.453318W,1320,29,273,
608,T,090108,030815,08.791985N,082.453376W,1323,29,277,
609,T,090108,030816,08.791986N,082.453458W,1324,29,273,
610,T,090108,030817,08.792001N,082.453531W,1327,31,273,
611,T,090108,030818,08.792014N,082.453613W,1328,31,279,
612,T,090108,030819,08.792033N,082.453701W,1329,31,279,
613,T,090108,030820,08.792043N,082.453783W,1330,31,276,
614,T,090108,030821,08.792050N,082.453875W,1330,29,282,
615,T,090108,030822,08.792075N,082.453963W,1331,29,279,
616,T,090108,030823,08.792088N,082.454059W,1331,29,277,
617,T,090108,030824,08.792103N,082.454149W,1332,31,281,
618,T,090108,030825,08.792095N,082.454269W,1333,35,276,
619,T,090108,030826,08.792093N,082.454348W,1333,35,273,
620,T,090108,030827,08.792088N,082.454416W,1333,31,270,
621,T,090108,030828,08.792093N,082.454503W,1333,33,273,
622,T,090108,030829,08.792103N,082.454581W,1334,31,277,
623,T,090108,030830,08.792120N,082.454664W,1335,33,279,
624,T,090108,030831,08.792133N,082.454750W,1336,33,279,
625,T,090108,030832,08.792146N,082.454826W,1338,33,276,
626,T,090108,030833,08.792165N,082.454904W,1339,33,273,
627,T,090108,030834,08.792178N,082.454991W,1341,33,273,
628,T,090108,030835,08.792193N,082.455078W,1343,33,273,
629,T,090108,030836,08.792208N,082.455165W,1344,35,273,
630,T,090108,030837,08.792213N,082.455243W,1345,31,273,
631,T,090108,030838,08.792231N,082.455324W,1346,33,275,
632,T,090108,030839,08.792241N,082.455401W,1348,33,273,
633,T,090108,030840,08.792248N,082.455480W,1349,33,275,
634,T,090108,030841,08.792263N,082.455558W,1350,29,277,
635,T,090108,030842,08.792271N,082.455633W,1351,29,278,
636,T,090108,030843,08.792284N,082.455704W,1352,27,281,
637,T,090108,030844,08.792301N,082.455776W,1353,29,280,
638,T,090108,030845,08.792309N,082.455854W,1355,29,277,
639,T,090108,030846,08.792320N,082.455931W,1356,29,280,
640,T,090108,030847,08.792331N,082.456019W,1356,29,279,
641,T,090108,030848,08.792331N,082.456098W,1358,29,279,
642,T,090108,030849,08.792343N,082.456169W,1361,27,279,
643,T,090108,030850,08.792353N,082.456249W,1362,29,280,
644,T,090108,030851,08.792365N,082.456325W,1363,29,280,
645,T,090108,030852,08.792379N,082.456393W,1365,27,276,
646,T,090108,030853,08.792394N,082.456458W,1366,24,276,
647,T,090108,030854,08.792404N,082.456514W,1367,22,273,
648,T,090108,030855,08.792418N,082.456581W,1369,24,277,
649,T,090108,030856,08.792430N,082.456648W,1370,25,284,
650,T,090108,030857,08.792448N,082.456716W,1372,27,286,
651,T,090108,030858,08.792461N,082.456804W,1373,31,286,
652,T,090108,030859,08.792469N,082.456898W,1375,33,282,
653,T,090108,030900,08.792468N,082.456993W,1377,33,277,
654,T,090108,030901,08.792476N,082.457073W,1379,31,278,
655,T,090108,030902,08.792488N,082.457151W,1380,29,276,
656,T,090108,030903,08.792493N,082.457228W,1381,31,276,
657,T,090108,030904,08.792506N,082.457303W,1382,31,276,
658,T,090108,030905,08.792514N,082.457373W,1383,27,270,
659,T,090108,030906,08.792528N,082.457441W,1383,29,268,
660,T,090108,030907,08.792563N,082.457504W,1384,27,281,
661,T,090108,030908,08.792568N,082.457536W,1385,16,265,
662,T,090108,030909,08.792534N,082.457560W,1385,14,227,
663,T,090108,030910,08.792480N,082.457571W,1386,20,194,
664,T,090108,030911,08.792433N,082.457583W,1386,16,184,
665,T,090108,030912,08.792376N,082.457591W,1387,14,163,
666,T,090108,030913,08.792284N,082.457629W,1387,25,190,
667,T,090108,030914,08.792201N,082.457636W,1387,29,179,
668,T,090108,030915,08.792080N,082.457678W,1387,44,189,
669,T,090108,030916,08.791964N,082.457703W,1387,44,191,
670,T,090108,030917,08.791871N,082.457738W,1388,38,194,
671,T,090108,030918,08.791794N,082.457835W,1388,42,212,
672,T,090108,030919,08.791741N,082.457921W,1388,38,224,
673,T,090108,030920,08.791711N,082.457998W,1388,35,234,
674,T,090108,030921,08.791683N,082.458096W,1388,35,247,
675,T,090108,030922,08.791631N,082.458201W,1389,37,265,
676,T,090108,030923,08.791590N,082.458303W,1389,37,268,
677,T,090108,030924,08.791635N,082.458596W,1391,37,271,
678,T,090108,030925,08.791638N,082.458694W,1392,37,276,
679,T,090108,030926,08.791650N,082.458790W,1392,38,280,
680,T,090108,030927,08.791668N,082.458888W,1392,37,290,
681,T,090108,030928,08.791699N,082.458976W,1392,37,295,
682,T,090108,030929,08.791753N,082.459133W,1396,37,297,
683,T,090108,030930,08.791805N,082.459231W,1397,35,300,
684,T,090108,030931,08.791876N,082.459329W,1399,33,301,
685,T,090108,030932,08.791940N,082.459419W,1401,35,303,
686,T,090108,030933,08.792009N,082.459508W,1403,37,305,
687,T,090108,030934,08.792068N,082.459586W,1404,35,306,
688,T,090108,030935,08.792121N,082.459686W,1406,35,308,
689,T,090108,030936,08.792189N,082.459759W,1407,35,306,
690,T,090108,030937,08.792250N,082.459836W,1408,35,305,
691,T,090108,030938,08.792306N,082.459918W,1409,33,311,
692,T,090108,030939,08.792394N,082.459981W,1412,35,311,
693,T,090108,030940,08.792469N,082.460061W,1413,37,313,
694,T,090108,030941,08.792543N,082.460136W,1414,38,310,
695,T,090108,030942,08.792619N,082.460215W,1416,40,312,
696,T,090108,030943,08.792686N,082.460298W,1415,40,313,
697,T,090108,030944,08.792764N,082.460383W,1416,42,313,
698,T,090108,030945,08.792838N,082.460464W,1416,42,310,
699,T,090108,030946,08.792913N,082.460560W,1416,42,306,
700,T,090108,030947,08.792971N,082.460675W,1417,42,298,
701,T,090108,030948,08.793015N,082.460778W,1418,42,294,
702,T,090108,030949,08.793051N,082.460889W,1418,44,290,
703,T,090108,030950,08.793078N,082.461006W,1418,44,284,
704,T,090108,030951,08.793096N,082.461118W,1419,42,281,
705,T,090108,030952,08.793111N,082.461226W,1419,42,277,
706,T,090108,030953,08.793114N,082.461361W,1419,48,274,
707,T,090108,030954,08.793106N,082.461501W,1420,46,270,
708,T,090108,030955,08.793081N,082.461631W,1420,46,264,
709,T,090108,030956,08.793041N,082.461763W,1420,46,259,
710,T,090108,030957,08.792984N,082.461876W,1420,48,251,
711,T,090108,030958,08.792914N,082.461986W,1420,50,244,
712,T,090108,030959,08.792841N,082.462100W,1421,50,241,
713,T,090108,031000,08.792771N,082.462223W,1421,53,240,
714,T,090108,031001,08.792711N,082.462338W,1422,50,240,
715,T,090108,031002,08.792661N,082.462456W,1422,48,244,
716,T,090108,031003,08.792619N,082.462575W,1422,48,249,
717,T,090108,031004,08.792584N,082.462703W,1423,50,254,
718,T,090108,031005,08.792539N,082.462836W,1423,48,254,
719,T,090108,031006,08.792508N,082.462975W,1424,48,256,
720,T,090108,031007,08.792469N,082.463099W,1425,48,260,
721,T,090108,031008,08.792449N,082.463243W,1427,48,263,
722,T,090108,031009,08.792430N,082.463358W,1428,44,268,
723,T,090108,031010,08.792439N,082.463486W,1430,44,267,
724,T,090108,031011,08.792416N,082.463583W,1431,40,263,
725,T,090108,031012,08.792404N,082.463688W,1432,38,266,
726,T,090108,031013,08.792393N,082.463791W,1433,37,266,
727,T,090108,031014,08.792386N,082.463885W,1433,37,267,
728,T,090108,031015,08.792378N,082.463978W,1434,37,267,
729,T,090108,031016,08.792373N,082.464075W,1434,37,267,
730,T,090108,031017,08.792365N,082.464166W,1435,35,264,
731,T,090108,031018,08.792356N,082.464256W,1435,35,266,
732,T,090108,031019,08.792336N,082.464351W,1436,35,265,
733,T,090108,031020,08.792326N,082.464443W,1437,35,268,
734,T,090108,031021,08.792323N,082.464535W,1437,35,271,
735,T,090108,031022,08.792314N,082.464628W,1437,33,265,
736,T,090108,031023,08.792306N,082.464721W,1438,33,264,
737,T,090108,031024,08.792306N,082.464788W,1438,29,267,
738,T,090108,031025,08.792309N,082.464856W,1439,25,269,
739,T,090108,031026,08.792311N,082.464923W,1439,25,270,
740,T,090108,031027,08.792309N,082.464981W,1440,24,271,
741,T,090108,031028,08.792311N,082.465040W,1440,24,271,
742,T,090108,031029,08.792303N,082.465100W,1441,22,265,
743,T,090108,031030,08.792286N,082.465154W,1441,24,255,
744,T,090108,031031,08.792263N,082.465214W,1442,25,247,
745,T,090108,031032,08.792233N,082.465275W,1442,25,243,
746,T,090108,031033,08.792206N,082.465334W,1443,25,246,
747,T,090108,031034,08.792178N,082.465396W,1444,25,247,
748,T,090108,031035,08.792146N,082.465463W,1444,25,247,
749,T,090108,031036,08.792121N,082.465528W,1445,27,249,
750,T,090108,031037,08.792096N,082.465594W,1445,25,252,
751,T,090108,031038,08.792080N,082.465648W,1446,29,257,
752,T,090108,031039,08.792061N,082.465723W,1447,25,259,
753,T,090108,031040,08.792046N,082.465793W,1447,25,258,
754,T,090108,031041,08.792026N,082.465863W,1448,24,254,
755,T,090108,031042,08.792005N,082.465918W,1449,20,250,
756,T,090108,031043,08.792006N,082.465973W,1450,18,256,
757,T,090108,031044,08.792001N,082.466011W,1450,18,260,
758,T,090108,031045,08.791979N,082.466050W,1451,16,255,
759,T,090108,031046,08.791971N,082.466088W,1451,16,253,
760,T,090108,031047,08.791976N,082.466123W,1452,14,256,
761,T,090108,031048,08.791963N,082.466159W,1453,16,248,
762,T,090108,031049,08.791954N,082.466189W,1453,14,248,
763,T,090108,031050,08.791961N,082.466224W,1454,14,261,
764,T,090108,031051,08.791948N,082.466298W,1456,16,250,
765,T,090108,031052,08.791938N,082.466323W,1456,14,251,
766,T,090108,031053,08.791921N,082.466353W,1456,14,252,
767,T,090108,031054,08.791915N,082.466375W,1456,12,259,
768,T,090108,031055,08.791908N,082.466403W,1456,11,262,
769,T,090108,031056,08.791906N,082.466425W,1456,12,276,
770,T,090108,031057,08.791911N,082.466463W,1456,11,274,
771,T,090108,031058,08.791915N,082.466494W,1457,12,258,
772,T,090108,031059,08.791929N,082.466533W,1459,12,265,
773,T,090108,031100,08.791931N,082.466574W,1460,12,268,
774,T,090108,031101,08.791928N,082.466643W,1462,14,282,
775,T,090108,031102,08.791929N,082.466674W,1463,14,278,
776,T,090108,031103,08.791943N,082.466706W,1463,16,287,
777,T,090108,031104,08.791954N,082.466751W,1464,16,285,
778,T,090108,031105,08.791963N,082.466795W,1464,16,288,
779,T,090108,031106,08.791969N,082.466836W,1465,16,284,
780,T,090108,031107,08.791974N,082.466880W,1465,18,288,
781,T,090108,031108,08.791983N,082.466930W,1466,18,281,
782,T,090108,031109,08.792006N,082.466946W,1465,20,271,
783,T,090108,031110,08.792031N,082.466991W,1465,20,283,
784,T,090108,031111,08.792041N,082.467058W,1466,22,290,
785,T,090108,031112,08.792059N,082.467108W,1466,20,285,
786,T,090108,031113,08.792080N,082.467153W,1466,20,287,
787,T,090108,031114,08.792096N,082.467203W,1466,18,284,
788,T,090108,031115,08.792104N,082.467258W,1466,18,281,
789,T,090108,031116,08.792116N,082.467306W,1467,20,278,
790,T,090108,031117,08.792121N,082.467345W,1470,20,278,
791,T,090108,031118,08.792140N,082.467393W,1472,20,280,
792,T,090108,031119,08.792136N,082.467439W,1473,18,276,
793,T,090108,031120,08.792138N,082.467480W,1480,20,279,
794,T,090108,031121,08.792163N,082.467521W,1485,20,278,
795,T,090108,031122,08.792188N,082.467576W,1490,18,280,
796,T,090108,031123,08.792211N,082.467633W,1493,20,280,
797,T,090108,031124,08.792226N,082.467681W,1496,20,277,
798,T,090108,031125,08.792250N,082.467734W,1499,20,277,
799,T,090108,031126,08.792266N,082.467783W,1503,20,278,
800,T,090108,031127,08.792275N,082.467829W,1505,18,277,
801,T,090108,031128,08.792283N,082.467878W,1506,18,281,
802,T,090108,031129,08.792290N,082.467926W,1507,18,279,
803,T,090108,031130,08.792295N,082.467976W,1509,18,282,
804,T,090108,031131,08.792300N,082.468021W,1510,24,281,
805,T,090108,031132,08.792308N,082.468078W,1511,22,280,
806,T,090108,031133,08.792329N,082.468158W,1512,22,272,
807,T,090108,031134,08.792335N,082.468218W,1513,22,277,
808,T,090108,031135,08.792340N,082.468274W,1513,20,277,
809,T,090108,031136,08.792345N,082.468358W,1514,22,275,
810,T,090108,031137,08.792363N,082.468423W,1515,25,276,
